Code-Mixing Index_t,M-Index_t,I-Index_t,Burstiness_t
7.363184079601989,8.699838000462856,2.8500000000000005,-0.3102522404527055
7.157894736842105,8.505228624154194,2.380952380952381,-0.23677035837582516
7.972027972027973,9.209957726632226,2.9577464788732395,-0.2691205707426063
6.8189806678383125,8.162189149617697,2.5880281690140845,-0.19071622943925834
7.640449438202248,8.945228414254963,3.068181818181819,-0.2176442355809487
8.169014084507044,9.351247600767756,3.1914893617021276,-0.2427076764308496
7.518796992481203,8.840132069442966,2.9545454545454546,-0.2685138768444052
6.451612903225808,7.763401109057303,2.608695652173913,-0.1854217503503132
6.69918699186992,8.035018620331208,2.5407166123778504,-0.20485534707780922
7.472527472527473,8.799091940976163,3.0000000000000004,-0.34120375991401697
5.940594059405941,7.170510015148968,2.4000000000000004,-0.11181702920969884
7.3273273273273265,8.666610554667114,2.801204819277108,-0.30245417257775775
5.9375,7.166806370494552,2.3622047244094486,-0.10404348479047565
7.5,8.823529411764707,2.666666666666667,-0.3342962385825033
8.0,9.23076923076923,3.1343283582089554,-0.264570985780469
7.199999999999999,8.5459940652819,2.818791946308725,-0.19089335045125877
7.633587786259541,8.939410661074938,3.0000000000000004,-0.3683972715433646
8.440366972477065,9.52506162695152,3.333333333333333,-0.2545961133368572
6.297872340425532,7.589260120393667,2.435897435897436,-0.11921329621658543
7.5,8.823529411764707,2.9729729729729732,-0.26691524874956785
7.719298245614034,9.011117612638971,3.2142857142857144,-0.39468932577835436
7.194244604316546,8.540447173975627,2.8260869565217392,-0.2412344339882838
5.777777777777777,6.974015088013412,2.359550561797753,-0.14753428420890338
6.8965517241379315,8.242950108459869,2.7906976744186047,-0.2918891716286705
6.06060606060606,7.313195548489665,2.4489795918367347,-0.21125330782308802
7.199999999999999,8.5459940652819,2.818791946308725,-0.20328413714432358
6.991869918699187,8.340404897563342,2.6938775510204085,-0.2593237739944074
6.885245901639346,8.231259186673203,2.7272727272727275,-0.2710225122039408
7.407407407407408,8.740359897172235,2.837837837837838,-0.34834235119853496
6.9333333333333345,8.280792980175496,2.837837837837838,-0.2158197949866987
6.829268292682926,8.172972972972971,2.7049180327868854,-0.20092963750914922
7.899159663865547,9.154605708102261,2.796610169491526,-0.2002967542787444
6.75,8.089315997738835,2.641509433962264,-0.18750981275600306
7.391304347826086,8.725663716814159,2.7223230490018153,-0.25809378131018884
6.72413793103448,8.061744966442953,2.5467625899280577,-0.21026791021797595
7.479674796747969,8.805469235550033,2.9508196721311473,-0.33252668737868407
6.715867158671587,8.05289938792065,2.5508317929759707,-0.16611844673686477
8.1203007518797,9.317462050890029,3.1818181818181825,-0.2972095638257551
7.583333333333333,8.89639787415524,2.8810020876826723,-0.3209846544097115
6.481178396072014,7.79642756694141,2.459016393442623,-0.19393705231392183
7.185545517720639,8.532047937438975,2.6495132127955494,-0.23418861445161174
7.272727272727273,8.615384615384617,2.5,-0.16523554385846548
7.59493670886076,8.906392002423507,3.076923076923077,-0.3011996654698333
6.252158894645941,7.536735281039939,2.359550561797753,-0.2601066269781674
7.7611940298507465,9.045396690708529,3.1818181818181825,-0.4562052992863725
6.382978723404255,7.686148919135308,2.580645161290323,-0.11141867644351826
6.829268292682926,8.172972972972971,2.647058823529412,-0.2544519456054175
7.692307692307692,8.988764044943819,3.1168831168831175,-0.31267656447495773
7.716535433070866,9.008839127872717,2.840236686390533,-0.2366857964853313
8.310502283105023,9.444962497466047,3.0275229357798166,-0.4027598170450022
6.391752577319587,7.696069211961633,2.4870466321243527,-0.269569484651191
9.155555555555555,9.858392499901932,2.9464285714285716,-0.24145715108262128
5.769230769230768,6.963613550815557,2.3300970873786406,-0.24926425566660096
7.166666666666666,8.513756749807147,2.521008403361345,-0.18356730218443543
7.31958762886598,8.659395141298964,2.7906976744186047,-0.23967486146728662
5.352112676056338,6.446982055464925,2.5714285714285716,-0.1041811793479213
8.0,9.23076923076923,3.1578947368421053,-0.34756957683861234
8.235294117647058,9.395973154362416,3.2673267326732676,-0.2991374379564473
5.432098765432098,6.547288776796972,2.25,-0.1716098601026892
6.8965517241379315,8.242950108459869,2.7906976744186047,-0.2537104289232781
6.06060606060606,7.313195548489665,2.4489795918367347,-0.19606227998987757
6.315789473684211,7.609756097560974,2.5531914893617023,-0.24155033097124792
7.034120734908136,8.382954473500918,2.52299605781866,-0.18479929488345798
6.995515695067265,8.344092367848317,2.7027027027027026,-0.23161605133779298
7.035175879396985,8.384011884313635,2.7272727272727275,-0.22482480255466375
7.012345679012345,8.361075974164084,2.6732673267326734,-0.25373711364661017
7.225130890052355,8.57011962331382,2.7559055118110236,-0.3066380461566078
6.829268292682926,8.172972972972971,2.647058823529412,-0.10497777840060567
6.7857142857142865,8.127167630057802,2.7027027027027026,-0.21951323251932844
8.0,9.23076923076923,3.1578947368421053,-0.2657648235048109
7.36842105263158,8.704663212435232,2.920353982300885,-0.21795938395879405
6.582278481012658,7.908177905308465,2.6923076923076925,-0.22442668610640087
6.643109540636043,7.974504567183612,2.5531914893617023,-0.2539639351900008
5.753424657534247,6.944356120826711,2.2758620689655173,-0.15442746517724998
7.238095238095239,8.582504635091864,2.884615384615385,-0.20765155188630957
6.7857142857142865,8.127167630057802,2.7027027027027026,-0.22343206433779775
7.551867219917012,8.869107566355868,2.75,-0.28344716045143836
7.976366322008863,9.21320148061824,2.7716186252771626,-0.26725721863447016
7.5,8.823529411764707,3.037974683544304,-0.26787668636457995
7.647058823529411,8.950819672131148,2.6548672566371683,-0.28336309604121696
6.800000000000001,8.142235123367199,2.7272727272727275,-0.1901637487964246
7.700258397932817,8.995370663960937,2.6424870466321244,-0.32455451592452494
7.472527472527473,8.799091940976163,3.0000000000000004,-0.2915135026212053
7.659574468085108,8.961373390557942,3.0000000000000004,-0.27943188558441445
6.352941176470588,7.65208893232348,2.4852071005917162,-0.1081641838590541
7.083333333333332,8.431999999999997,2.842105263157895,-0.2289346410135186
7.307692307692308,8.648275862068965,2.6980728051391867,-0.33713462363175795
7.727272727272727,9.017681728880158,3.103448275862069,-0.2537112397978017
7.5,8.823529411764707,3.037974683544304,-0.19123930638835582
6.607460035523978,7.93571933795445,2.5088967971530254,-0.2265964582607994
8.0,9.23076923076923,2.7576601671309193,-0.23012015387049947
7.083333333333332,8.431999999999997,2.842105263157895,-0.13220973096659291
7.027027027027026,8.375838926174495,2.7149321266968327,-0.2766196710289836
6.415094339622643,7.722397476340696,2.5714285714285716,-0.2757016722110909
6.211180124223603,7.489373186694557,2.4375,-0.21015816748226693
6.702127659574469,8.038174951515773,2.4064171122994655,-0.14264781670077392
5.757575757575757,6.949416342412449,2.290076335877863,-0.1790293428056335
6.024096385542168,7.269992479318122,2.3636363636363638,-0.06922230468962075
6.4935064935064934,7.810153199158907,2.5490196078431375,-0.3272929140410667
7.354260089686098,8.691599323435446,2.837837837837838,-0.2590596615531405
7.288888888888888,8.630625989033232,2.8125,-0.2743928407496899
8.0,9.23076923076923,3.068181818181819,-0.3204384892198541
7.02586206896552,8.374669283946403,2.591792656587473,-0.20643551333037072
7.708333333333332,9.002061855670103,2.9842931937172774,-0.24287317370256623
6.5207373271889395,7.840374697499962,2.491349480968858,-0.22156840359469948
7.633587786259541,8.939410661074938,3.0000000000000004,-0.23352023034008348
6.884531590413943,8.230519620992515,2.6200873362445414,-0.27637745714481826
7.5,8.823529411764707,2.887029288702929,-0.24097587430680034
7.5,8.823529411764707,2.9729729729729732,-0.23801534985957126
7.5,8.823529411764707,3.2038834951456314,-0.21326050898648877
7.445887445887448,8.775201435558213,2.8695652173913047,-0.304411201594267
6.739130434782609,8.07774455360957,2.6229508196721314,-0.25595303368182626
7.425149700598803,8.75647319927366,2.8915662650602414,-0.33907599607711997
6.923076923076923,8.270270270270268,2.709677419354839,-0.16515051464050348
7.483870967741934,8.809206920848663,2.9220779220779223,-0.40348541152752093
7.222222222222223,8.56733524355301,2.9577464788732395,-0.29505910982115063
8.837209302325581,9.73319103521878,3.5294117647058827,-0.4233402655736954
8.345323741007194,9.467002518891684,3.2608695652173916,-0.39051320472539347
7.518796992481203,8.840132069442966,2.9545454545454546,-0.2816065663118281
6.276595744680851,7.564854388231785,2.4000000000000004,-0.23365194094317246
7.66990291262136,8.970049172999554,2.780487804878049,-0.2954156618387331
7.397260273972602,8.731107205623903,2.8965517241379315,-0.1455309730134529
5.833333333333332,7.041420118343194,2.5531914893617023,-0.1462806209647761
8.034188034188034,9.25587283724856,2.844827586206897,-0.19523029825038926
6.567164179104477,7.891590275009963,2.7272727272727275,-0.17011746185703142
7.378640776699028,8.714058916916564,2.9411764705882355,-0.24245125015444155
7.780172413793103,9.060755627365483,2.8478964401294506,-0.3225571696704746
6.272189349112427,7.559790962188751,2.4035608308605343,-0.20640591808050157
6.304347826086955,7.596673596673597,2.459016393442623,-0.19583957752031245
8.130081300813007,9.324307063481927,3.19672131147541,-0.3660679284184103
7.891156462585033,9.14842711564023,3.082191780821918,-0.33375530204066584
8.431372549019606,9.519699812382738,3.2673267326732676,-0.4088215935504736
8.442211055276383,9.52615748730339,2.878787878787879,-0.27977950822588166
6.875,8.220640569395018,2.6332288401253923,-0.21768621207506875
7.575757575757574,8.88985255854293,2.9770992366412212,-0.3054559191018344
7.916666666666668,9.168053244592349,3.1578947368421053,-0.3344932599142241
7.244094488188977,8.588221735622911,2.8571428571428568,-0.21809103303344526
7.636363636363638,8.94176581089543,3.0275229357798166,-0.18983277137979598
8.791208791208792,9.711973339681027,3.0000000000000004,-0.23510400763472875
8.0,9.23076923076923,3.1914893617021276,-0.30621984615332964
6.802721088435375,8.145100344277438,2.671232876712329,-0.25118484975433136
7.8186968838526925,9.091605509506813,2.893617021276596,-0.3483526945467008
6.93815987933635,8.285736868159525,2.6283987915407856,-0.18083895951133425
7.238095238095239,8.582504635091864,2.649164677804296,-0.25978724665409947
8.349514563106798,9.469627454578823,2.7272727272727275,-0.2980336578950442
7.468354430379747,8.795362144255382,2.8571428571428568,-0.313573606881602
6.451612903225808,7.763401109057303,2.608695652173913,-0.18743911348927908
7.222222222222223,8.56733524355301,2.9577464788732395,-0.3135117664540041
7.524752475247524,8.84537225198596,3.0000000000000004,-0.26892913969350934
7.575757575757574,8.88985255854293,2.9770992366412212,-0.2662763717100892
6.44736842105263,7.758647194465794,2.4752475247524752,-0.2773733369017133
7.619047619047619,8.927038626609443,2.7490039840637452,-0.23847650034136095
7.450980392156863,8.779783393501804,2.9702970297029707,-0.09635334577377072
7.352941176470589,8.690379951495554,2.8888888888888893,-0.2208965649692739
6.737967914438502,8.076505556991473,2.4193548387096775,-0.14971933424278983
7.132867132867133,8.480795300497064,2.535211267605634,-0.20298599163564873
7.5,8.823529411764707,2.535211267605634,-0.2538249216663613
6.559139784946236,7.882766463351601,2.506738544474394,-0.20020299087123447
8.50467289719626,9.562580093976933,3.098591549295775,-0.26857824495613936
6.534653465346533,7.855767547698232,2.537313432835821,-0.15259756809996305
6.865671641791044,8.210953346855984,2.706766917293233,-0.23657034131546278
8.192771084337348,9.367444475681753,3.2926829268292686,-0.37641465483985925
6.802721088435375,8.145100344277438,2.671232876712329,-0.23842079171426978
7.035175879396985,8.384011884313635,2.7272727272727275,-0.3071472292569583
6.666666666666668,7.999999999999999,2.696629213483146,-0.18915691863227838
8.5,9.559902200488997,3.4177215189873418,-0.341513122037259
8.0,9.23076923076923,3.2432432432432434,-0.2328525866704902
5.935483870967742,7.164392369793527,2.3376623376623376,-0.15899887248121516
6.871794871794872,8.217314233699037,2.6221079691516715,-0.1820172155772955
7.0,8.348623853211008,3.076923076923077,-0.14231348591834808
7.378640776699028,8.714058916916564,2.9411764705882355,-0.2888445149170017
7.428571428571429,8.75957120980092,3.0434782608695654,-0.26278987997624964
6.572187776793623,7.897108276409179,2.446808510638298,-0.16012643190345796
6.988847583643123,8.337345733762449,2.6865671641791042,-0.24710032104635163
7.238095238095239,8.582504635091864,2.884615384615385,-0.2857667689897867
6.953846153846155,8.30176909881656,2.63482280431433,-0.3324616497143592
7.297297297297298,8.63852961198094,2.8571428571428568,-0.32423766760598394
6.912181303116146,8.259066598285587,2.6420454545454546,-0.21865502591668765
7.567567567567568,8.882758620689655,3.0000000000000004,-0.3776856725391204
7.647058823529411,8.950819672131148,3.1343283582089554,-0.29909985321122434
6.593406593406595,7.920363557671499,2.666666666666667,-0.28036606731644487
7.9256965944272455,9.174952673270969,2.8881987577639756,-0.30055136974708313
8.095238095238095,9.299781181619256,3.2530120481927716,-0.23810359379765117
6.7924528301886795,8.134280180761785,2.658227848101266,-0.2128200238893468
7.5409836065573765,8.85960466294982,2.975206611570248,-0.3366383944425647
6.7027027027027035,8.03879196753281,2.608695652173913,-0.1943658730591738
7.142857142857142,8.490566037735848,2.8057553956834536,-0.33017747506108575
7.037037037037037,8.385876418663306,2.8037383177570097,-0.23339241546963035
7.301587301587302,8.642555190230157,2.5531914893617023,-0.299494742279433
7.552447552447552,8.869613361631448,2.9577464788732395,-0.18914481779055875
6.478873239436621,7.793858100953055,2.5531914893617023,-0.2260206160922653
7.4576271186440675,8.78575283324339,3.103448275862069,-0.36024820567291055
6.875,8.220640569395018,2.8571428571428568,-0.20538604659299634
7.272727272727273,8.615384615384617,2.947368421052632,-0.10354054113938684
6.965174129353232,8.313313086442136,2.7,-0.28840573772869676
7.142857142857142,8.490566037735848,2.556053811659193,-0.24188949693076262
7.388535031847134,8.723129510064567,2.8085106382978724,-0.2969640485704757
7.9411764705882355,9.186721991701246,3.111111111111111,-0.25556823739586704
6.9724770642201825,8.320740169622207,2.7777777777777777,-0.22208958290818695
5.859872611464969,7.073491722657063,2.307692307692308,-0.20730925985970594
6.81159420289855,8.154432793136317,2.618181818181818,-0.34339267411091295
6.85185185185185,8.196567862714506,2.2429906542056073,-0.2989171088185003
7.142857142857142,8.490566037735848,2.8057553956834536,-0.2286829531958394
7.363184079601989,8.699838000462856,2.8500000000000005,-0.10446076092682102
7.079303675048356,8.428005101864938,2.616279069767442,-0.25574626637049147
7.374301675977655,8.71007299270073,2.8651685393258433,-0.26765242218780533
7.334593572778827,8.67337065680864,2.784090909090909,-0.22146840871894366
7.403846153846154,8.737115634473799,2.8192771084337354,-0.24388614100358494
7.860262008733625,9.124393712847818,3.026315789473684,-0.34448357313640204
7.083333333333332,8.431999999999997,2.842105263157895,-0.31961053219816743
7.266553480475382,8.60954506198336,2.7551020408163267,-0.24706153935248742
5.984251968503937,7.222637479978644,2.380952380952381,-0.1747966907190256
6.25,7.534246575342466,2.526315789473684,-0.12355223552658709
5.609756097560976,6.768079800498754,2.208588957055215,-0.20404147092865285
6.942148760330578,8.289818863210494,2.75,-0.12034307231872303
7.6384839650145775,8.943563320183562,2.982456140350877,-0.26811689884514156
7.169811320754718,8.516809492419249,2.7221172022684312,-0.23735212046447435
6.909090909090909,8.255884127942062,2.7522935779816518,-0.24288545340067802
6.206896551724137,7.484407484407484,2.350597609561753,-0.21664411904800568
6.285714285714286,7.575322812051648,2.608695652173913,-0.1949541746528798
7.234042553191489,8.578637510513033,2.903225806451613,-0.29981510623701113
6.127167630057803,7.391481201696788,2.347826086956522,-0.26231780743996197
8.036253776435045,9.257377884801292,2.818181818181818,-0.26309033135565285
7.1186440677966125,8.466843501326265,2.897727272727273,-0.22926280871075616
6.6938775510204085,8.029315471720784,2.581967213114754,-0.27927656243681975
7.706422018348624,9.00047976971054,3.055555555555556,-0.3415577510718413
7.651006711409396,8.95415350465295,2.837837837837838,-0.13900377356696808
7.238095238095239,8.582504635091864,2.884615384615385,-0.33206650574166074
7.34375,8.68187001140251,2.8235294117647056,-0.22802814331536414
7.555555555555555,8.872320596458527,3.0337078651685396,-0.3525564826595634
8.095238095238095,9.299781181619256,3.2530120481927716,-0.3386775482679415
7.096774193548388,8.445297504798464,2.9508196721311473,-0.22508649406780612
8.38095238095238,9.489128513346294,2.884615384615385,-0.2801571677854583
7.127272727272727,8.475313316883685,2.7372262773722627,-0.27659600877054463
7.294117647058824,8.635542945576479,2.840236686390533,-0.22249255406685733
6.268656716417911,7.555729370355887,2.481203007518797,-0.20677499946142935
8.316831683168317,9.448999046711155,3.3000000000000003,-0.23877374633173984
6.875,8.220640569395018,2.670157068062827,-0.20799961471513495
6.601941747572814,7.929694101740746,2.647058823529412,-0.33808846834466927
8.571428571428573,9.600000000000005,3.4020618556701034,-0.3745994289172377
7.157894736842105,8.505228624154194,2.872340425531915,-0.3385298502166571
6.419753086419753,7.727641178059985,2.625,-0.16619142854707586
7.2413793103448265,8.585635359116019,2.8695652173913047,-0.2752564057373935
7.1900826446281,8.536430967905298,2.8630705394190867,-0.19478128135863973
7.188940092165899,8.535327691399331,2.7777777777777777,-0.33074565059857236
8.22695035460993,9.39042231541988,3.2142857142857144,-0.2907036053779446
8.085106382978724,9.292576419213976,3.225806451612904,-0.3129087975468937
6.265060240963855,7.551592356687898,2.560975609756098,-0.21004598778860106
7.181008902077149,8.527660407524019,2.7191679049034176,-0.24388120743917374
5.957446808510638,7.190661478599221,2.608695652173913,-0.22665658202444622
7.428571428571429,8.75957120980092,2.8366762177650435,-0.23903496227158114
6.3003663003663,7.592116133600849,2.4264705882352944,-0.20436838871701477
7.083333333333332,8.431999999999997,2.842105263157895,-0.1834175053501198
8.222222222222221,9.387266634753468,3.184357541899441,-0.32331793392130176
8.345323741007194,9.467002518891684,3.2608695652173916,-0.3334368677405151
7.469879518072289,8.796725784447476,2.9090909090909096,-0.2624811501820104
6.341463414634145,7.639034627492128,2.5925925925925926,-0.21935244078760416
7.555555555555555,8.872320596458527,3.0337078651685396,-0.20743601926807176
6.868686868686868,8.214086601003531,2.4365482233502536,-0.2576037452299389
7.419354838709676,8.75121951219512,2.9268292682926833,-0.1985911374325176
7.638888888888888,8.943906449844693,2.7272727272727275,-0.2986492474334446
7.898550724637681,9.154136283630878,2.9945553539019967,-0.33703460445301825
6.6187050359712245,7.947979563399911,2.608695652173913,-0.24339545782731675
7.60806916426513,8.917657779383807,2.861271676300578,-0.32050800761746095
5.866666666666667,7.081688430003038,2.4324324324324325,-0.22897267264404722
7.157894736842105,8.505228624154194,2.872340425531915,-0.2226616437397174
6.645768025078369,7.977387156611606,2.547169811320755,-0.18126871384434037
7.375271149674621,8.710963981651862,2.804347826086957,-0.26064762417465026
6.869671132764921,8.215108973232987,2.5243902439024395,-0.24945460250966967
6.6187050359712245,7.947979563399911,2.608695652173913,-0.26388466761289936
7.065217391304348,8.414010660285001,2.6975476839237054,-0.25223339528112126
6.981132075471699,8.32952691680261,2.7014218009478674,-0.17267650816848965
7.543859649122805,8.862119013062408,2.9074889867841414,-0.3111933781889413
7.721518987341771,9.012947448591014,2.9523809523809526,-0.3145342746482108
7.228915662650604,8.573739552440014,2.9268292682926833,-0.3457806476699813
7.407407407407408,8.740359897172235,3.0000000000000004,-0.20347938714814862
6.363636363636365,7.664233576642335,2.5190839694656493,-0.2812173314789162
6.467065868263472,7.780682180427157,2.5301204819277108,-0.16144168438083456
7.346072186836519,8.684022133694931,2.5531914893617023,-0.2177323542166958
7.391304347826086,8.725663716814159,2.967032967032967,-0.2647876373231603
7.581395348837209,8.894725009707946,2.7972027972027975,-0.3307736948756984
7.39946380697051,8.733118797883371,2.8225806451612905,-0.2963100045928862
6.777777777777779,8.118778660105132,2.590529247910864,-0.2662144390751609
8.705882352941178,9.670569017152193,2.8346456692913384,-0.2745277870514164
7.094594594594593,8.443144023912767,2.6440677966101696,-0.2175008728214947
6.506024096385543,7.824062095730918,2.545454545454546,-0.17741295649032815
7.567567567567568,8.882758620689655,3.0000000000000004,-0.22622907957388205
6.8639053254437865,8.209116990755497,2.678571428571429,-0.32822403228058555
6.756756756756756,8.096497025776602,2.5733634311512414,-0.18805479269003508
6.843177189409369,8.187517445851848,2.5102040816326534,-0.16268242754554513
7.868020304568529,9.130456214724079,2.9007633587786263,-0.25450397134029024
7.972742759795569,9.21049257101441,3.0204778156996586,-0.3133546531278318
6.962332928311056,8.310420380925862,2.6079027355623103,-0.25365030911479974
7.135135135135135,8.483015607279796,2.7717391304347827,-0.2923883373328699
8.546511627906977,9.58621602833593,2.798833819241983,-0.30716626549909215
6.882793017456359,8.228719123031752,2.625,-0.2451944349258637
7.84,9.108474990827931,2.884615384615385,-0.3475798324250867
6.476190476190475,7.790866548329833,2.5961538461538463,-0.29664748395393403
6.315789473684211,7.609756097560974,2.678571428571429,-0.21050899445068444
7.311827956989248,8.652145783912012,2.9347826086956523,-0.28038736640920175
7.157894736842105,8.505228624154194,2.872340425531915,-0.1495286714780318
8.0,9.23076923076923,3.1730769230769234,-0.2830808755303958
8.0,9.23076923076923,3.1914893617021276,-0.3837464541124605
7.2801635991820035,8.622405669561152,2.7663934426229515,-0.2902026667467333
7.547169811320755,8.865010073875084,2.756756756756757,-0.2565828371957462
7.840531561461795,9.108894185139096,3.0000000000000004,-0.2367270799310809
7.182320441988949,8.52892935919914,2.7423822714681445,-0.24472566025534545
7.337278106508876,8.675864774733537,2.8571428571428568,-0.23826972369377353
7.914438502673797,9.16634694436832,3.064516129032259,-0.2827294560960235
7.449856733524356,8.778773068562002,2.844827586206897,-0.2682942490882406
7.755102040816326,9.040444091990485,3.0927835051546393,-0.3250411366859718
8.181818181818182,9.359999999999998,3.206106870229008,-0.2556122646797676
6.446280991735537,7.757428744693756,2.4896265560165975,-0.22504288387664506
6.938775510204083,8.28636709824829,2.783505154639175,-0.2518666077020543
8.0,9.23076923076923,3.2142857142857144,-0.30735721195796856
5.7894736842105265,6.988235294117646,2.4000000000000004,-0.18097937175200193
6.902654867256636,8.249249678433614,2.666666666666667,-0.26851314793957537
6.582278481012658,7.908177905308465,2.6923076923076925,-0.16364469138961132
6.614173228346456,7.943041495160753,2.619047619047619,-0.2582153898990552
7.251461988304094,8.59523052464229,2.8235294117647056,-0.29823907123326504
6.909090909090909,8.255884127942062,2.7522935779816518,-0.20403701010362577
8.35164835164835,9.470961674112388,3.333333333333333,-0.3199612777306921
7.348242811501597,8.686032539243548,2.784,-0.2155982528217098
6.428571428571428,7.737556561085972,2.7272727272727275,-0.2072926605210466
6.842105263157893,8.186397984886648,2.6431718061674014,-0.144613384304816
6.888888888888889,8.235029266096355,2.359550561797753,-0.20812240980478558
6.8965517241379315,8.242950108459869,2.7906976744186047,-0.21769645122889628
7.096774193548388,8.445297504798464,2.9508196721311473,-0.370764051170761
8.656716417910449,9.645514223194748,3.3834586466165413,-0.32731283128845773
6.969696969696971,8.317914213624896,2.6443768996960486,-0.3064209769161269
7.199999999999999,8.5459940652819,2.720848056537103,-0.24685568241622546
7.307692307692308,8.648275862068965,2.9126213592233015,-0.2635656388552889
7.467811158798283,8.794876233339103,2.7155172413793105,-0.28879941250256735
6.530612244897959,7.851301115241638,2.5438596491228074,-0.25095150303943997
7.528089887640451,8.848304580606783,2.711864406779661,-0.2553176436223668
7.5362318840579725,8.855445544554454,3.088235294117647,-0.3060686077754617
6.280991735537189,7.569902796111842,2.5,-0.11579690377957048
6.96629213483146,8.31445086705202,2.711864406779661,-0.2891882763964572
7.407407407407408,8.740359897172235,3.0000000000000004,-0.11306119545219563
7.878787878787879,9.13884007029877,3.230769230769231,-0.37643618533804796
5.825242718446601,7.031626264247874,2.3529411764705883,-0.14856372565211012
9.534883720930232,9.956826767404207,3.1764705882352944,-0.24899486869814647
7.835051546391753,9.104568527918781,3.1250000000000004,-0.37411825810147314
6.868686868686868,8.214086601003531,2.7551020408163267,-0.1858376354701001
6.868686868686868,8.214086601003531,2.7551020408163267,-0.2829206732234037
6.666666666666668,7.999999999999999,2.6548672566371683,-0.2879623730043304
7.049504950495049,8.398346475438812,2.586719524281467,-0.3004377448720445
7.142857142857142,8.490566037735848,2.769230769230769,-0.23184787658336575
7.626666666666666,8.933529007849419,2.807486631016043,-0.3231160865582151
7.195121951219512,8.54129325796222,2.5766871165644174,-0.23586946585908514
5.945945945945946,7.176913425345043,2.4657534246575343,-0.07588637842210562
6.68693009118541,8.02184445813423,2.560975609756098,-0.2437622958076032
6.9030732860520105,8.249681268805142,2.6303317535545028,-0.28232263178013034
6.7857142857142865,8.127167630057802,2.7027027027027026,-0.07365396791446117
7.727272727272727,9.017681728880158,3.103448275862069,-0.20633496411757504
7.602339181286549,8.912748205161378,2.87109375,-0.23761680853824949
6.928104575163399,8.275431337340931,2.655737704918033,-0.2167304994825895
